,gameId,playId,nflId,frameId,frameType,jerseyNumber,club_x,event,inMotionAtBallSnap,shiftSinceLineset,motionSinceLineset,wasRunningRoute,routeRan,yardsToGo,possessionTeam,defensiveTeam,yardlineNumber,absoluteYardlineNumber,pff_manZone,position,o_std,dir_std,x_std,y_std,s_std,a_std,dis_std,los_std,num_qbs,num_rbs,num_tes,num_wrs,num_lbs,num_dbs,playerType,delta_x,delta_y,delta_s,delta_a,delta_dir,delta_o,distFromLOS,numWRsLeft,numWRsRight,club_y,x_ball,y_ball,distFromBall,fieldSide,nflId_closest_DEF,min_def_distance,expectedPointsAdded,max_speed,mean_speed,motionType_orig,offenseFormation_orig,motionType_fly,motionType_jet,motionType_orbit,motionType_other,motionType_return,motionType_short,is_EMPTY,is_I_FORM,is_JUMBO,is_PISTOL,is_SHOTGUN,is_SINGLEBACK,is_2x1,is_2x2,is_3x1,is_3x2,is_4x1,down_1,down_2,down_3,down_4,quarter_1,quarter_2,quarter_3,quarter_4
144,2022092600,2233,43329.0,103,SNAP,3.0,NYG,ball_snap,False,True,True,1.0,HITCH,26,NYG,DAL,46,56,Man,WR,85.20999999999998,117.75,55.06,44.73,0.12,0.15,0.03,56,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,0.9399999999999977,3,1,football,55.5800018310547,23.6299991607666,-21.100000839233395,left,44904.0,9.934430028944787,-0.034609907772392,8.86,4.222738825591587,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
145,2022092600,2593,52425.0,114,SNAP,88.0,DAL,ball_snap,False,False,True,1.0,CORNER,10,DAL,NYG,25,85,Man,WR,271.93,227.0,32.760000000000005,40.95333333333333,0.03,0.03,0.02,35,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,2.239999999999995,3,1,football,34.370002746582,29.713332494099937,-11.240000839233396,left,44830.0,2.950271173977052,-0.6703343229989206,10.06,4.3226433453960595,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
146,2022092600,2752,45052.0,132,SNAP,85.0,DAL,ball_snap,False,False,True,1.0,FLAT,5,DAL,NYG,5,15,Man,WR,283.88,316.68,102.87,21.203333333333333,0.52,0.69,0.05,105,1,1.0,2.0,2.0,2.0,4.0,WR,,,,,,,2.1299999999999955,3,1,football,105.0299997329712,29.773333867390935,8.570000534057602,right,47891.0,4.520011061933369,-0.3563574913423508,10.19,4.13246975088968,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
147,2022092600,3154,52425.0,156,SNAP,88.0,DAL,ball_snap,True,False,True,1.0,OUT,4,DAL,NYG,41,69,Man,WR,141.84000000000003,165.37,65.88,35.83,2.92,1.54,0.29,69,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,3.1200000000000045,3,1,football,68.6699981689453,23.4099998474121,-12.4200001525879,left,52518.0,4.771771159642931,-0.6703343229989206,10.06,4.3226433453960595,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
148,2022092600,3490,45052.0,123,SNAP,85.0,DAL,ball_snap,False,False,True,1.0,CORNER,1,DAL,NYG,26,84,Man,WR,88.38999999999999,277.28,81.54,34.97,0.07,0.39,0.01,84,1,1.0,2.0,2.0,2.0,4.0,WR,,,,,,,2.4599999999999937,3,1,football,84.1699981689453,29.6900005340576,-5.279999465942399,left,47891.0,5.228852646613787,-0.3563574913423508,10.19,4.13246975088968,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
149,2022092513,757,52423.0,139,SNAP,10.0,DEN,ball_snap,True,False,True,1.0,IN,5,DEN,SF,25,35,Man,WR,90.93,157.08000000000004,32.48,22.85,2.13,0.49,0.22,35,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,2.520000000000003,3,1,football,34.7000007629395,29.3500003814697,6.5000003814697,right,53601.0,4.058238534142616,0.13526321920410803,10.24,4.322241756638459,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
150,2022092513,926,46109.0,111,SNAP,14.0,DEN,ball_snap,False,False,True,1.0,IN,10,DEN,SF,6,16,Man,WR,99.63,40.10000000000002,13.79,35.36,0.04,0.5,0.02,16,1,1.0,1.0,2.0,3.0,4.0,WR,,,,,,,2.210000000000001,3,1,football,15.8500003814697,23.75,-11.61,left,38868.0,8.510816647067427,0.7346853186609215,9.48,4.273897821093799,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
151,2022092513,3302,47819.0,129,SNAP,19.0,SF,ball_snap,False,False,True,1.0,ANGLE,3,SF,DEN,44,54,Man,WR,82.06,11.160000000000025,49.06,32.94,0.01,0.01,0.0,54,2,,2.0,6.0,4.0,10.0,WR,-1.8999999999999986,7.769999999999996,-4.12,-0.6799999999999999,-338.95,-272.97999999999996,4.939999999999998,3,1,football,53.3699989318848,29.75,-3.1899999999999977,left,53438.0,8.207813350704317,-0.4666075222776268,9.03,3.719997376475732,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
152,2022092513,3762,46256.0,121,SNAP,3.0,SF,ball_snap,True,False,True,1.0,GO,10,SF,DEN,48,58,Man,WR,81.88,186.66999999999996,56.1,19.05,0.15,1.15,0.02,58,2,2.0,2.0,6.0,6.0,10.0,WR,0.8900000000000006,-13.349999999999998,-4.819999999999999,-0.6200000000000001,6.989999999999895,-103.30000000000007,1.8999999999999986,3,1,football,57.6599998474121,29.6299991607666,10.5799991607666,right,53534.0,5.626659755130033,-4.5426808570046,9.96,4.382631137221989,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
153,2022092513,3906,47819.0,119,SNAP,19.0,SF,ball_snap,,True,,1.0,IN,10,SF,DEN,15,25,Man,WR,95.10000000000002,79.02999999999997,23.22,44.99,0.04,0.02,0.02,25,2,2.0,2.0,6.0,2.0,12.0,WR,1.5299999999999976,5.600000000000001,-4.55,-0.62,63.16999999999996,64.43,1.7800000000000011,3,1,football,24.0900001525879,29.7000007629395,-15.289999237060503,left,46175.0,8.816966598553048,-0.4666075222776268,9.03,3.719997376475732,short,EMPTY,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
154,2022092512,54,42369.0,123,SNAP,16.0,TB,ball_snap,False,False,True,1.0,CROSS,10,TB,GB,25,35,Man,WR,89.97000000000003,46.22000000000003,32.63,18.9,0.22,0.03,0.04,35,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,2.3699999999999974,3,1,football,34.5800018310547,29.9400005340576,11.0400005340576,right,44911.0,6.411318117204913,0.5614899978972956,9.96,4.952378958387857,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
155,2022092512,670,42369.0,142,SNAP,16.0,TB,ball_snap,False,False,True,1.0,CROSS,12,TB,GB,21,31,Man,WR,89.76999999999998,352.03999999999996,28.44,15.98,0.0,0.0,0.03,31,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,2.5599999999999987,3,1,football,29.7399997711182,23.9599990844727,7.9799990844726985,right,53458.0,3.576772287971376,0.5614899978972956,9.96,4.952378958387857,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
156,2022092512,2942,38947.0,139,SNAP,15.0,TB,ball_snap,False,False,True,1.0,SLANT,7,TB,GB,17,27,Man,WR,122.95999999999998,80.93,24.04,36.55,0.04,0.03,0.02,27,2,2.0,,8.0,4.0,10.0,WR,0.00999999999999801,18.949999999999996,-1.96,-4.1,-276.18,40.50999999999999,2.960000000000001,3,1,football,25.8700008392334,24.1299991607666,-12.420000839233396,left,44911.0,3.925620969986788,-0.908972539938986,7.51,4.0775051975051975,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
157,2022092512,3832,46263.0,156,SNAP,17.0,TB,ball_snap,False,True,True,1.0,CORNER,1,TB,GB,1,109,Man,WR,79.44999999999999,217.09000000000003,106.89,20.71,0.0,0.0,0.01,109,1,1.0,3.0,1.0,1.0,4.0,WR,,,,,,,2.1099999999999994,3,1,football,108.540000915527,29.6200008392334,8.910000839233398,right,53458.0,3.153173005085509,0.5191263359544479,8.37,3.7215067611075336,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
158,2022092511,187,40026.0,163,SNAP,11.0,SEA,ball_snap,,True,,1.0,HITCH,9,SEA,ATL,34,76,Man,WR,86.64999999999998,107.90999999999997,73.82,45.02,0.27,0.77,0.02,76,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,2.180000000000007,3,1,football,74.8000030517578,24.0300006866455,-20.989999313354502,left,38592.0,10.502023614523063,0.9832922261557565,10.11,4.716798567286372,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
159,2022092511,269,40026.0,141,SNAP,11.0,SEA,ball_snap,False,False,True,1.0,SLANT,3,SEA,ATL,14,96,Man,WR,89.07,71.57999999999998,94.1,8.12,0.22,0.85,0.02,96,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,1.9000000000000057,3,1,football,95.0699996948242,30.0400009155273,21.920000915527304,right,38592.0,8.471629123138015,0.9832922261557565,10.11,4.716798567286372,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
160,2022092511,1933,42412.0,161,SNAP,16.0,SEA,ball_snap,False,False,True,1.0,POST,7,SEA,ATL,33,43,Man,WR,294.03999999999996,301.78999999999996,75.71000000000001,9.163333333333334,0.54,1.5,0.04,77,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,1.289999999999992,3,1,football,76.9000015258789,29.703334172566734,20.5400008392334,right,38592.0,4.531412583290106,-1.2439780323350398,9.68,4.118441649196366,other,EMPTY,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
161,2022092511,2008,42412.0,114,SNAP,16.0,SEA,ball_snap,True,False,True,1.0,FLAT,3,SEA,ATL,13,23,Man,WR,205.07,184.97000000000003,94.08,22.083333333333336,4.69,3.94,0.45,97,2,2.0,2.0,6.0,4.0,10.0,WR,-0.8200000000000074,-8.57,2.9200000000000004,1.7199999999999998,30.00999999999999,-11.900000000000034,2.9200000000000017,3,1,football,96.53000068664551,23.673333485921237,1.5900001525879013,right,52527.0,8.046726042310627,-1.2439780323350398,9.68,4.118441649196366,jet,EMPTY,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
162,2022092510,181,44881.0,150,SNAP,10.0,LA,ball_snap,True,False,True,1.0,FLAT,20,LA,ARI,45,65,Man,WR,179.13,194.81999999999994,58.89,29.84,5.67,3.09,0.55,65,2,2.0,2.0,6.0,2.0,10.0,WR,-1.490000000000002,-2.7600000000000016,4.03,1.71,-132.93000000000006,110.0,6.109999999999999,3,1,football,65.1500015258789,29.9400005340576,0.10000053405759957,right,43376.0,10.96133659733155,-0.3455302216607388,10.0,4.341781138555013,orbit,PISTOL,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
163,2022092510,255,41290.0,115,SNAP,1.0,LA,ball_snap,True,False,True,1.0,CROSS,4,LA,ARI,14,96,Man,WR,19.49000000000001,340.3299999999999,93.03,24.11,4.25,4.09,0.4,96,2,2.0,2.0,6.0,2.0,10.0,WR,-0.7399999999999949,1.6899999999999977,4.24,4.04,52.409999999999854,-68.18,2.969999999999999,3,1,football,95.9300003051758,29.8299999237061,5.719999923706101,right,52945.0,4.612678180840281,0.29323925192390066,9.41,3.8648173292273236,short,SINGLEBACK,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
164,2022092510,284,46830.0,114,SNAP,19.0,LA,ball_snap,True,False,True,1.0,CROSS,4,LA,ARI,4,106,Man,WR,111.79000000000002,211.76999999999998,104.28,30.43,3.91,4.08,0.38,106,2,2.0,2.0,6.0,2.0,10.0,WR,-0.6899999999999977,-1.0399999999999991,2.29,0.33999999999999986,-10.740000000000009,4.760000000000048,1.7199999999999989,3,1,football,107.529998779297,23.8400001525879,-6.589999847412098,left,47816.0,3.7368703482994943,-0.8142857218543728,9.86,3.9535245478036174,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
165,2022092510,457,48646.0,113,SNAP,83.0,ARI,ball_snap,,True,,1.0,CROSS,8,ARI,LA,27,83,Man,WR,265.78,30.629999999999995,34.540000000000006,19.683333333333337,0.02,0.2,0.0,37,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,2.4599999999999937,3,1,football,36.639999389648395,29.423333485921237,9.7400001525879,right,46686.0,4.575642031453064,-1.1102694140863614,8.75,3.734158171838244,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
166,2022092510,572,53486.0,130,SNAP,15.0,LA,ball_snap,True,False,True,1.0,CROSS,15,LA,ARI,50,60,Man,WR,169.31999999999994,192.70000000000005,57.38,33.91,6.71,1.87,0.66,60,2,2.0,2.0,6.0,2.0,10.0,WR,-0.519999999999996,-2.3700000000000045,1.4799999999999995,-2.3099999999999996,0.7699999999999818,19.309999999999945,2.6199999999999974,3,1,football,60.4599990844727,29.8799991607666,-4.030000839233395,left,52416.0,6.914658342969659,1.67671162297484,10.6,6.315250637213254,short,SINGLEBACK,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
167,2022092510,3356,44881.0,124,SNAP,10.0,LA,ball_snap,,True,,1.0,CROSS,1,LA,ARI,35,75,Man,WR,270.32,181.89999999999998,42.769999999999996,34.10333333333334,0.13,0.02,0.02,45,2,2.0,2.0,6.0,4.0,10.0,WR,1.0,12.520000000000003,-4.65,-3.94,177.34999999999997,265.03000000000003,2.230000000000004,3,1,football,44.7399978637695,29.383332570393836,-4.720000762939502,left,52416.0,3.146108707594192,-0.3455302216607388,10.0,4.341781138555013,fly,SINGLEBACK,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
168,2022092509,124,46116.0,129,SNAP,13.0,JAX,ball_snap,,True,,1.0,CROSS,10,JAX,LAC,44,54,Man,WR,266.26,329.40999999999997,63.89,38.763333333333335,1.81,3.11,0.2,66,1,1.0,2.0,2.0,1.0,4.0,WR,,,,,,,2.1099999999999994,3,1,football,66.11000061035159,29.783334096272835,-8.9799992370605,left,45571.0,9.462351716143296,0.6235973954963907,9.92,4.7156314496314495,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
169,2022092509,1364,42794.0,124,SNAP,1.0,LAC,ball_snap,False,False,True,1.0,OUT,6,LAC,JAX,29,81,Man,WR,250.04000000000002,12.0,37.3,31.323333333333334,0.18,1.02,0.02,39,2,2.0,2.0,6.0,4.0,10.0,WR,0.9599999999999937,15.8,-2.9499999999999997,-2.44,-346.58000000000004,-91.70999999999998,1.7000000000000028,3,1,football,38.1699981689453,23.333333333333336,-7.989999999999998,left,53462.0,4.350264359783211,2.314504999179917,9.48,3.710462820616555,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
170,2022092509,1737,44849.0,117,SNAP,7.0,JAX,ball_snap,True,False,True,1.0,FLAT,2,JAX,LAC,13,97,Man,WR,49.85000000000002,5.970000000000027,93.83,33.31,3.22,1.94,0.33,97,2,2.0,2.0,6.0,4.0,10.0,WR,-0.9399999999999977,8.630000000000003,0.3500000000000001,-1.06,-341.72,28.460000000000036,3.1700000000000017,3,1,football,96.6800003051758,29.6800003051758,-3.6299996948242033,left,47913.0,7.560119046681748,0.14457337519706942,10.09,4.6615711947626846,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
171,2022092508,1785,44852.0,173,SNAP,10.0,WAS,ball_snap,False,False,True,1.0,SLANT,10,WAS,PHI,25,35,Man,WR,97.47000000000003,16.860000000000014,32.64,9.11,0.06,0.02,0.02,35,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,2.3599999999999994,3,1,football,35.060001373291,23.9300003051758,14.8200003051758,right,43351.0,8.89521219533295,-0.6064067902830983,10.14,4.000717774762551,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
172,2022092507,355,53074.0,138,SNAP,15.0,TEN,ball_snap,False,False,True,1.0,OUT,1,TEN,LV,2,108,Man,WR,85.79000000000002,92.67000000000002,105.6,22.63,0.09,0.02,0.04,108,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,2.4000000000000057,3,1,football,107.410003662109,25.3299999237061,2.699999923706102,right,47810.0,3.1923032437411174,-0.30764010956045496,10.06,5.107236842105263,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
173,2022092507,1988,44931.0,99,SNAP,10.0,LV,ball_snap,True,False,True,1.0,FLAT,1,LV,TEN,29,81,Man,WR,14.899999999999977,11.939999999999998,79.42,21.55,2.7,2.34,0.28,81,1,1.0,2.0,2.0,2.0,5.0,WR,,,,,,,1.5799999999999983,3,1,football,81.0500030517578,29.7800006866455,8.2300006866455,right,54500.0,3.3433665668005985,-0.657515997164107,9.93,4.536732328260561,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
174,2022092507,2979,54483.0,110,SNAP,16.0,TEN,ball_snap,True,False,True,1.0,FLAT,9,TEN,LV,38,48,Man,WR,359.39,357.95000000000005,44.04,31.47,7.95,0.66,0.8,48,2,2.0,2.0,6.0,2.0,10.0,WR,-0.730000000000004,12.049999999999997,5.050000000000001,-3.45,9.590000000000032,333.93,3.960000000000001,3,1,football,47.2900009155273,29.7299995422363,-1.7400004577636992,left,48581.0,7.305504773799003,-0.19677075708750694,9.98,5.230550161812298,jet,SINGLEBACK,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
175,2022092506,1161,46279.0,118,SNAP,10.0,NYJ,ball_snap,True,False,True,1.0,GO,3,NYJ,CIN,22,88,Man,WR,288.77,345.12,29.0,34.06333333333333,3.35,1.67,0.34,32,1,1.0,1.0,3.0,1.0,5.0,WR,,,,,,,3.0,3,1,football,30.400001525878906,23.773333867390935,-10.289999465942397,left,43641.0,4.12283882779815,0.05983110086974512,9.45,4.555235813744572,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
176,2022092506,1412,48530.0,124,SNAP,17.0,CIN,ball_snap,False,False,True,1.0,HITCH,4,CIN,NYJ,4,106,Man,WR,93.25,118.63999999999999,103.82,25.56,0.3,0.16,0.05,106,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,2.180000000000007,3,1,football,105.800003051758,29.8600006103516,4.300000610351603,right,46186.0,4.1587738577614495,-1.667796358553458,8.65,4.0142578125,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
177,2022092506,2156,46279.0,103,SNAP,10.0,NYJ,ball_snap,True,False,True,1.0,OUT,6,NYJ,CIN,36,74,Man,WR,271.09,196.45,43.739999999999995,35.93333333333334,0.86,0.73,0.09,46,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,2.260000000000005,3,1,football,44.9899978637695,23.753333409627235,-12.179999923706102,left,43641.0,3.368575366531086,0.05983110086974512,9.45,4.555235813744572,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
178,2022092506,2543,54475.0,144,SNAP,17.0,NYJ,ball_snap,,True,,1.0,GO,4,NYJ,CIN,31,41,Man,WR,60.76999999999998,92.67000000000002,38.76,23.45,0.14,0.99,0.01,41,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,2.240000000000002,3,1,football,40.7200012207031,29.6399993896484,6.189999389648399,right,43641.0,4.669304016660303,-1.0683134264769392,9.63,4.356589328844324,other,EMPTY,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
179,2022092506,3050,52441.0,145,SNAP,85.0,CIN,ball_snap,False,False,True,1.0,GO,10,CIN,NYJ,28,38,Man,WR,289.18,354.49,80.50999999999999,33.60333333333334,0.03,0.2,0.02,82,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,1.490000000000009,3,1,football,81.95000076293951,23.473332722981734,-10.130000610351605,left,53583.0,2.7882073093656445,-1.0825055466964857,9.79,3.9969871945950195,other,SINGLEBACK,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
180,2022092505,164,42363.0,131,SNAP,15.0,NE,ball_snap,True,False,True,1.0,GO,10,NE,BAL,11,99,Man,WR,214.35000000000002,183.17000000000002,17.650000000000006,16.753333333333337,5.65,2.48,0.58,21,1,1.0,1.0,3.0,2.0,5.0,WR,,,,,,,3.3499999999999943,3,1,football,20.870002746582003,23.513333638509135,6.760000305175797,right,44828.0,6.267128529079317,1.2652109385002421,10.23,4.460850340136054,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
181,2022092505,348,52500.0,114,SNAP,13.0,BAL,ball_snap,True,False,True,1.0,GO,5,BAL,NE,36,46,Man,WR,13.829999999999984,357.46000000000004,42.43,32.27,7.08,0.84,0.71,46,2,2.0,4.0,4.0,4.0,10.0,WR,-1.1400000000000006,10.310000000000002,4.41,-4.0,10.450000000000045,-23.80000000000001,3.5700000000000003,3,1,football,44.8300018310547,29.75,-2.520000000000003,left,42116.0,6.745012972559798,0.22103339017901183,10.22,4.552521016523336,fly,SHOTGUN,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
182,2022092505,1138,45185.0,83,SNAP,84.0,NE,ball_snap,True,False,True,1.0,FLAT,3,NE,BAL,33,77,Man,WR,125.19999999999999,159.15999999999997,74.12,31.3,1.46,5.81,0.17,77,2,2.0,2.0,6.0,4.0,10.0,WR,-0.39000000000000057,-6.809999999999999,-3.1799999999999997,2.8199999999999994,-26.700000000000045,-37.56999999999999,2.8799999999999955,3,1,football,76.6999969482422,26.6200008392334,-4.679999160766602,left,44828.0,5.708554983531293,-0.12136192629501767,9.42,4.016532852976496,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
183,2022092505,3354,52500.0,116,SNAP,13.0,BAL,ball_snap,,True,,1.0,SLANT,8,BAL,NE,48,58,Man,WR,72.97000000000003,74.07,54.72,36.26,0.19,0.68,0.02,58,1,1.0,1.0,3.0,1.0,6.0,WR,,,,,,,3.280000000000001,3,1,football,57.7099990844727,23.6900005340576,-12.569999465942399,left,43700.0,4.385897855627741,0.22103339017901183,10.22,4.552521016523336,other,SHOTGUN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
184,2022092504,644,40488.0,171,SNAP,19.0,MIN,ball_snap,False,False,True,1.0,IN,5,MIN,DET,35,75,Man,WR,269.41,264.61,43.150000000000006,37.11333333333334,0.01,0.34,0.0,45,2,2.0,2.0,6.0,2.0,10.0,WR,-0.04999999999999716,0.020000000000003126,-0.08,0.33,186.29000000000002,4.0,1.8499999999999943,3,1,football,44.7600021362305,23.703334172566734,-13.409999160766603,left,47929.0,2.537124356431894,-0.19950773452486167,9.92,4.068782136231116,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
185,2022092504,939,53541.0,127,SNAP,14.0,DET,ball_snap,False,False,True,1.0,HITCH,1,DET,MIN,31,41,Man,WR,269.92,223.89999999999998,77.53999999999999,16.253333333333337,0.02,0.28,0.01,79,2,2.0,,6.0,2.0,10.0,WR,1.329999999999984,-13.02,-3.54,-1.26,44.389999999999986,91.41000000000003,1.460000000000008,3,1,football,79.11000061035159,23.433333714803037,7.1800003814697,right,46652.0,4.740812166707313,0.3415446190258741,10.09,4.114828361742425,fly,SINGLEBACK,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
186,2022092504,1299,52584.0,72,SNAP,17.0,MIN,ball_snap,True,False,True,1.0,FLAT,4,MIN,DET,4,106,Man,WR,101.44999999999999,172.55999999999995,102.97,27.16,1.74,6.87,0.14,106,2,2.0,2.0,6.0,4.0,10.0,WR,-0.8700000000000045,8.830000000000002,-1.1900000000000002,3.3200000000000003,-174.8800000000001,77.0,3.030000000000001,3,1,football,105.5,29.7600002288818,2.6000002288818003,right,44888.0,5.69172205927169,-0.4675636326661322,9.98,4.129127798884488,jet,I_FORM,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
187,2022092504,1361,52430.0,90,SNAP,18.0,MIN,ball_snap,True,False,True,1.0,CROSS,1,MIN,DET,1,109,Man,WR,195.60000000000002,198.75,105.8,31.77,7.21,2.53,0.71,109,2,2.0,2.0,6.0,2.0,8.0,WR,-0.980000000000004,-5.290000000000003,3.04,-1.5900000000000003,15.5,25.440000000000055,3.200000000000003,3,1,football,108.800003051758,23.8999996185303,-7.870000381469701,left,46099.0,5.46642479139702,-0.13173612421295355,9.81,4.139284458623608,short,SINGLEBACK,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
188,2022092504,1496,43584.0,84,SNAP,11.0,DET,ball_snap,False,False,True,1.0,FLAT,1,DET,MIN,34,76,Man,WR,338.28999999999996,207.57,42.010000000000005,25.193333333333335,0.06,0.13,0.02,44,2,2.0,2.0,6.0,4.0,10.0,WR,0.09000000000000341,0.41000000000000014,-1.02,-1.63,-142.81,38.819999999999936,1.9899999999999949,3,1,football,44.5299987792969,29.383332570393836,4.189999237060501,right,46652.0,5.09946075580546,0.44799976149806725,10.19,4.906821469356681,short,SINGLEBACK,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
189,2022092504,1663,52430.0,63,SNAP,18.0,MIN,ball_snap,False,False,True,1.0,SLANT,6,MIN,DET,45,65,Man,WR,86.11000000000001,58.23000000000002,62.89,37.32,0.32,0.9,0.04,65,2,2.0,2.0,6.0,2.0,10.0,WR,1.4399999999999977,6.98,-5.05,-0.5399999999999999,55.73000000000002,66.06,2.1099999999999994,3,1,football,64.2200012207031,24.0300006866455,-13.2899993133545,left,47929.0,6.702969491203139,-0.13173612421295355,9.81,4.139284458623608,short,SHOTGUN,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
